content_id,subject,sentiment_value,sentiment_word
KPlyLQFwz5RshMjf,动力,0,
HIntVvrux5ZkibOE,油耗,0,
k41e9Px3UihCG0mp,油耗,0,
eRQatbCxdZyqILE3,舒适性,-1,
OJAalMdiGVwc68Tk,空间,1,
18cJkHiGPZd5xlvX,安全性,0,
LT14xdFN5vOce0wI,配置,0,
tPWwM1QZlKn6dSjR,动力,0,
TFtAxJUkB9RpYbaZ,操控,0,
0BvCpAUIK2TVrbl8,动力,0,
MdWhZP1Uj4xYNL5b,动力,0,
s3itxIAdrfum9pcW,外观,1,
Q9lsB8x6FvkDroPV,操控,0,
oQ49SFW7I0LybuqU,价格,0,
GSkEx7rjYUKCvPB0,动力,0,
6kCpDM1SoTf0jJPE,配置,0,
Nn7xR5CtmZk3Bfuy,舒适性,0,
O1KpuZhFacmY8AXk,安全性,0,
fE3mb7KTQvc1wFZC,外观,1,
3qVmrKu1wxJb0X6I,安全性,0,
0BCubTaSJ4V7jGAd,舒适性,0,
Hl6OX4keyCiI59ca,动力,0,
6cLXpr1xS2AKefTv,价格,0,
X5fKCPbQla9MGyO6,配置,0,
s3itxIAdrfum9pcW,内饰,1,
cwGbU5WZlaE4mFzC,动力,0,
atLdKR0lSyEH9sMg,舒适性,0,
Ys5j6pztVPMN9dyr,动力,0,
reyUlXwx6YZHf2Nc,价格,0,
krc0zWjpYaKuOIUT,动力,0,
n5aKxi3ZbAlHyNF4,动力,0,
xyVZbhWBMis964AY,动力,0,
UJ0uFwKlp9qf8zW6,动力,0,
bknrC4PKsLwvtMVl,价格,0,
Vi7jog3FR9nLsxJc,安全性,0,
PLCZmuQ4GRUqAlz5,操控,0,
lu5Ji2sjwNgHOBcV,油耗,0,
XbUZeDAdEpMwg7kt,动力,0,
qYK5ZvFwyMj9HbxQ,价格,0,
flA3kPNCHaVpheZo,动力,0,
siYq5vrJBQzkuZPy,外观,0,
on3Flj4VIavWHbCX,动力,0,
KgqCX6eQjJl3TmPL,配置,0,
aIKU6pSFbg0jElD4,安全性,0,
hTEY0JfISa3i8Qwr,内饰,0,
3iJr9qLspWNb01ku,动力,0,
RDgTmzW9xBfY6pGv,配置,-1,
Smr5TJxypWblH4Uo,油耗,0,
XuPwKCnA2fqNh5vm,价格,1,
EfgDJMeVjAR2Oani,价格,0,
CB8xX6FdUeSJia1c,内饰,0,
LoZ6kfgdemxuANYI,舒适性,0,
UfiAyxpkvQdguWY6,动力,0,
f62Gp0gW98REZAuw,安全性,0,
CTatqAVoBvLW4GbM,内饰,1,
nPKxqrigWs2zo3AB,动力,0,
eCudFcjE3NyVaYtz,空间,0,
pXrRtj4S6EHLeuGJ,舒适性,0,
oGzVQxeU1yStugZM,内饰,0,
GVJanbkKzhwZBXMq,外观,0,
ksYlK4CfjXucNvGZ,外观,0,
6BaeLJtDuKXYQgb7,油耗,0,
KgNLqSsR5rW4az0P,动力,0,
zCKD3i8kc2svrQSW,动力,0,
qSoKXCQmPf6v3aEA,油耗,0,
29zOhgdxb5Ry3irG,舒适性,0,
pjynGY1xS8M6JhdQ,动力,0,
K1T0Cn5cNdOzEbpm,动力,0,
GFqcbBlxWdEOZ98U,内饰,0,
RrgVEIYCuW1iNqL4,动力,0,
GRXzZQMwAeJu7COd,动力,0,
6mJSlntYXB28sq9u,安全性,0,
fjNK5psFJVzrPbgE,空间,0,
9vBKy7aEfcG4SJPO,动力,0,
miG4ZxRoQSlg6KJd,操控,0,
H2isRZMPX9C5bxkF,油耗,0,
Bq8AxjuoinbzI95L,舒适性,0,
5nximF6XTzfJZa4A,价格,0,
gaoKxMwZOX7TQSbY,动力,0,
MvwkAXbiFdxrq4U8,操控,0,
9Jt0O5d3s6wz1lkf,动力,0,
n8gkp6OeAKf4zrwR,安全性,0,
BeSIAUzoTWH9muYl,配置,0,
scYqrhITWwSnje5t,安全性,0,
jF2o1uBciOaKARx6,油耗,0,
ZqIDRvrB8fwCNXu9,内饰,0,
LdSU9FJKYkja2pwn,内饰,0,
0lIuJGehVMFN3YQR,动力,0,
mpAEy9iwRn631sKS,配置,0,
0pJnq2mEzhHZ3Arv,油耗,0,
3m21lZW0VHhj8ubL,安全性,0,
546EUdlygJWfBtXa,动力,0,
xF860eoBE9tMkgcD,价格,0,
Y5Piob0TJNsqxyIO,舒适性,0,
2ZCfsbon6041kpPF,舒适性,0,
3sHOQd5VmCz6npUY,油耗,0,
u7B8htHDOLjzZAaQ,操控,0,
yt0PCoFNfBsgSQlD,内饰,-1,
xITUtjneCiDaK4r0,价格,0,
sN0Od9C6iDhzPrQq,舒适性,0,
lZdp0QNELeyfo8Di,安全性,0,
8CAMHLk6DfzaGZJ1,油耗,0,
Z7ovg4rQWNT5czpl,价格,0,
S1hHF3MijXWIbzwt,操控,0,
gyXcsSC2eHJ0GdTo,外观,0,
nkNvR74fauUP9oSg,油耗,0,
mjA8z56SRBw1nhp7,动力,0,
SnXce3GqCQd6tfFb,动力,0,
OxIomfCngcuTyaEG,动力,0,
EtMWgPap8VOK0ydJ,内饰,0,
Ae9Bg7IqKYFuxJaR,安全性,0,
A3fB0LW9sSgyZx8e,内饰,-1,
q8mnYHr6vAKoTOx9,油耗,0,
O9lkmGTDUgPqoF4i,操控,0,
54tGhC6PrfmegIA1,动力,0,
DJES3mRatNG7AMwz,配置,0,
7b0pJw65YcICoUzZ,操控,1,
raYDzok54yMZCOSW,动力,0,
6OdjnoPyKUQaDv31,价格,0,
389Drm5jzBFvIZ2i,操控,0,
3ePOA5JHayrbDik8,动力,0,
fl2Goc9ZTbimrqgY,动力,0,
iEXebDTcawoA0BQM,操控,0,
Asu64fxX7ydmaWQ9,动力,0,
hY4bE1WceJXvfxkM,舒适性,0,
k05bFn6OEedjq9vH,安全性,0,
U58QDMeHWXkfGESg,内饰,0,
USrqtIMjsYzeRi4W,动力,0,
icEsPJWUnRS01luo,油耗,0,
XPjnqk8VFzthwuU7,动力,0,
6HxLhDasVpPgMm8K,油耗,0,
7MN31h526WYAoHwL,动力,0,
gDtCHTmXVEUsqiyW,价格,0,
nhmcCF2Pl1GRyHiK,动力,0,
R52zpKF3CkvcYhL8,价格,0,
VjDzCfoU89EvMbdR,油耗,1,
bxH8MZCi09LpoRNQ,动力,0,
Unr7RcXmCght2ifD,舒适性,0,
X9tW1vklqjHU20yp,内饰,0,
H93sL4ngdmJGtARS,空间,0,
FjfwQc9OmzDuVA0p,内饰,0,
MLdqs6WeHn2BQNS1,油耗,0,
HCkprjv6uWRh47sL,动力,0,
Yu0EUZt54G8fiHOW,外观,0,
S5LM9Xt78HWUwjvz,安全性,0,
f0nyPXhJAbr3ZxVD,动力,0,
cxdNAbiwF7ar901z,内饰,0,
gAap9wMyXxSuQc57,动力,0,
21BHMtZ3lbmzvYWI,动力,0,
QeLJ6w9EB78bulcj,动力,0,
X3zZC0KfxVIMON5k,空间,0,
XVWc7EHDPM3BNhqi,舒适性,0,
Gx5zIE8tOnUfiCYy,操控,0,
M2CRIPTD9b5Gcmds,空间,0,
EctJhFjIHKv871dr,动力,0,
Ff5Bh7nHMvISAoqg,配置,0,
ov2mM3EU7uH9A65Q,舒适性,0,
ZeHdSwvXkxMUFBsl,价格,0,
SNZAupTeyE8f3DOa,内饰,1,
QhrgY6ZaNL4zjfJB,空间,0,
FsEWPD6SoKM3rN48,操控,0,
ROMK65g8HGQweWDq,安全性,0,
vcEKDR05dHhqlFBI,操控,0,
axPES1MA7I8BlcvO,操控,1,
6oPvUG1VLyzSKxOM,空间,0,
qopu4EsiAz9KU7MC,空间,0,
QptxJrH7qsfiEodS,动力,0,
IoKEnR3JdXu0gG4h,动力,0,
K7ci4kEpZ01axWBY,配置,0,
j3ETD8hfvw6pmFot,操控,0,
MviKfxQgL6NkUGjc,配置,0,
3MjvJUXBzegF45KT,动力,0,
AEYbGMtnhrJ76sUd,舒适性,-1,
dHbRIfBklWh951Dx,动力,0,
5hlv1GcgFWRDLi8u,价格,0,
HAVTYESJNfjlZ9iM,价格,0,
SKFUxA7dVENw1ot8,价格,0,
j1rPTY3NROwnxFaf,操控,0,
pDnAP3eMVs1j47Cb,价格,0,
HZ1BLnSGKDtxcRP9,价格,0,
7vM2TIJH9Qbe5qcN,动力,0,
RY2xvl4Mi1Tcabj8,油耗,0,
F1TNm6zR5YXK48fa,动力,0,
ansHJQfY3d9RANEc,动力,0,
zlWsZHG3KjfiUSDb,动力,0,
YLIEz3wdkUNMa0HJ,动力,0,
uz5LxtaHWjPh2cEi,动力,0,
VLHijeQoT7GZF6Yh,动力,0,
oUS5x2RH6YKb9rOZ,油耗,0,
GS7Fc8PWy3bzr94s,配置,0,
FVsOCzBcxbwJh2T8,价格,0,
GsF02l9KgVvqJhn6,舒适性,0,
R8cyfI10m3Xi9tgM,动力,0,
rYhGEQicpHP8tZj2,动力,0,
bV7YdEhL4BQaCprz,舒适性,0,
TiGkVHdRmPgMpb6s,动力,0,
sP2Ax8OS9bgIafqE,内饰,-1,
MdDwt4EsZpWoHKg7,动力,0,
IBwacFpzU3vL15EJ,空间,1,
WYa8Arw7bGLuKnqi,动力,0,
hVKzEGBZYareFNQx,动力,0,
Yrqzo4aXitwTx7A8,动力,0,
RjfU4HnaO0KSzlpC,价格,0,
JOnA6lRuWev9gcUC,动力,0,
24imyrkH9Bcu067W,配置,0,
JYBR31ezsQObFVa0,价格,0,
hGPD9vBZgR6zNV4S,动力,0,
Phcq0nFXD3Y21b7d,动力,0,
FYVHuUQ3Llb2Odtk,动力,0,
EDjrVy06wW1QKsCn,配置,0,
d9Yo1whB5EkNLPJZ,动力,0,
6RsAS4XJv9zxehOm,外观,1,
kjXVLom64WiMuQwK,动力,0,
caVRpZDW6Qdr2gk5,动力,0,
dm1W2BIEyJ0Gsxp8,配置,0,
ypgtWM4Ks3ZR2BdN,内饰,0,
LbDM2NeVnh9GPyUX,操控,1,
9KQ7RiT8vdOeroHb,价格,0,
fQnMrWegYBvTh2Ic,动力,0,
QtszkWi1bKVx9yG2,动力,0,
A9KZib8pXfkQVgGW,油耗,0,
Qe4htWX3MpbTo59f,操控,0,
1yjVZfueAY5JPlhK,内饰,0,
0EkBRAYPsfOTt4z3,空间,0,
3IULXkViPBDKYjvw,动力,0,
WPIkOoDsAQl7hiTN,舒适性,0,
hFuqAespIJt0MKfP,舒适性,0,
9yrUegdiBfSz5LPc,动力,0,
gMFNJCpZ5cGwH8Be,动力,0,
4WOkTuMarEPw5fo7,动力,0,
oHCUun6B7GvL8WlI,动力,0,
G1tPfoMLxbkemFuZ,油耗,0,
QRw7ngTJ2A5CYBGW,油耗,0,
Pm7De1R2OuIa0AGB,动力,0,
jGglFPieTJX97Uxb,动力,0,
uk17vcMZBn62Nhie,动力,0,
mwgUZtAKuYWskdy0,动力,0,
htRUXO3cHxBkdaMw,动力,0,
cD9s48BbWiwykgU3,价格,0,
opQNKOJUsPm8fhqF,外观,0,
XEg72TBW9zhC8xAr,配置,0,
7mGsIBJAHFZ0tCz4,外观,0,
wGXiACrD3ymLkBR0,安全性,0,
pLSxhPtQ4OmTDg95,价格,0,
KsAywUF0QmbhYG7j,内饰,0,
o5G7A3ZwMImPHbnL,油耗,0,
5UPW7gfxl9jTcMuN,安全性,0,
cCgJT7PV3mbx21h9,舒适性,0,
bEf1ZICFYTW97Lr6,空间,0,
2ie4Fb7PBfK8TH5Z,动力,0,
MF2yRZwkDtmozdPS,内饰,1,
IOyEuQK7rgVZAzbi,操控,1,
rytcHs5GMUWREKfj,动力,0,
Uasb549NBtoYWOhl,油耗,0,
DXhAOZEsTBVWaSRH,安全性,0,
dHTaEWKxyYoBc5sU,内饰,1,
TNyLjrCVD3vkpbZi,舒适性,0,
wIhbC0s3jmGKW8at,动力,0,
yWkSsMKfi7qExwbR,配置,0,
fYtbApDWqzGmKX8F,动力,0,
sTEj9duGX2zAqIr8,舒适性,0,
NTSwHW7RQV1bUA3m,价格,0,
i8mxAKoNVhD7CIg6,动力,0,
qfdGDCZ3PeKxNwpn,油耗,0,
SnmaPubjOcvA9FBh,空间,0,
ugF1Y9NsOJaBbtS7,动力,0,
UMeVQhHNRcoYJ8GT,内饰,0,
6uYPQjAedRH1wWCy,配置,0,
gXnx20VphC5mAUb1,舒适性,-1,
JcbGvKkp0oIltRCA,油耗,0,
isSJMTg0FcyKpOQH,动力,0,
fhVnqx2uEd0iHgG8,操控,0,
akAurTlP2oUxnzyv,操控,0,
daBn0zAJuh76YxEf,操控,0,
LbDM2NeVnh9GPyUX,内饰,0,
RuGhicS6dUIXva2E,舒适性,0,
5USD0pfeCldLT79m,动力,0,
kXqR9l7vUaWsmrVT,安全性,0,
I5yzgdLlFQDfnRpC,价格,0,
UdtE90wj71gQIBuD,动力,0,
FLxPweOVGBTmnoQE,动力,0,
tDN57PGxglB8WOdH,内饰,-1,
q8mnYHr6vAKoTOx9,动力,0,
wFn3N9MApUeOdjHX,油耗,0,
6jm8uWBCpZwo5RFI,动力,0,
zGj9cIeZwxhBQR48,动力,0,
YQi8OESrgCvjPT5J,配置,0,
ZWw8NQeKMT3fXbJR,动力,0,
V9JNZ0vxUCWDsfrY,动力,0,
dbY6SqBE9UiItGka,动力,0,
XJ3komsO4CZ0KFYr,安全性,0,
7RN83mKkVYUHsT5l,外观,1,
DKLwgMTHfV8xRj4S,舒适性,-1,
t01PVoDSd9Lsy5HN,配置,0,
DLJlzgK14pc7GkNq,配置,0,
lpF1QBJRqNorkeVh,安全性,0,
oi3egvK85kdCLym4,空间,-1,
tcPLeKdDrkYG1394,价格,0,
jaihGf4Qxl9qdNry,价格,0,
yGsQJVCBYmMglaUp,动力,0,
Be8g1L57jXQ0PRcn,空间,0,
Ktq3p75AxoNGWCwn,舒适性,0,
f5UhrHg6Zztl7VWj,舒适性,0,
9MZEmklAn4bBRHwc,安全性,0,
1fvPaU68LRyBGIjE,动力,0,
FGRbjwZTUlkg86pQ,内饰,1,
MLKIN0SUHq5v8zYW,操控,1,
g0PoIQprMBdbhHmv,操控,0,
kpnCZaAhWuOymsRD,油耗,0,
LzbmvwkG9uSTDH0j,动力,0,
jhmIcH6LTxkGVE19,安全性,0,
h6TQ97vDpJG3kHoS,动力,0,
IftQwD8UO3Cs62jK,安全性,0,
zJjMAVQLrfeUms3Y,配置,0,
kvluCRfjq3GIhLaH,配置,0,
7HjuWDZzSykeEOIQ,安全性,0,
nu5x4Ke1zQvAWrLw,动力,0,
aHU0O9YCLly8cPvR,空间,1,
H6y17JaXzxADtqer,操控,0,
0dfh6vX5ZxrRSjqQ,舒适性,0,
0aUM14td75FBNEfl,操控,0,
OT4cMNr6vXoZKSCn,价格,0,
clht2VSkB3fFrHze,配置,0,
el5cAQvjZEYiJ1Vb,内饰,0,
68jBJULyWclT9Pir,安全性,0,
CkjQS5YZNHvFAXzt,价格,0,
K3Aby8kS6urpQRYa,价格,0,
puBeAcLKxDWRJgCH,舒适性,0,
3Cs9orcTeFh1dN87,油耗,0,
LlYeGpEUvji8yc67,外观,0,
iqkfESIHX5hjN1B0,价格,0,
2Mg3CxG1vhfWHAVk,动力,0,
athS4JK0ClzGrYb8,配置,0,
CTatqAVoBvLW4GbM,操控,1,
bJIzTNc7Moiq8wp0,配置,0,
lz8CZIvuepMjyT7A,配置,0,
GFqcbBlxWdEOZ98U,外观,0,
BLpnDEK2MgYWqFhR,内饰,-1,
2jNbDn85goX3IuPE,价格,0,
BaQFJU6Njo35PWzs,动力,0,
W2LdbRay0vZTi5Pz,动力,0,
oGI7QnWD0zJZcBtx,安全性,1,
S9bdvzojeuU1VILW,价格,0,
72XjGlFSt8QbsKHp,操控,0,
oKdBRimU38Gjc9PJ,动力,0,
Gczub7DEkxp4VRhN,动力,0,
xMjehF1dANLv3oPf,动力,0,
j7v1Qtbl8G32gNZn,安全性,0,
AxXtv6CNauVQ2EYS,操控,0,
A4vmUYQOlCB5p0Mf,动力,0,
Q9lsB8x6FvkDroPV,配置,0,
HoA7taEmxsXCILlB,安全性,0,
u0K4toPXbnlJTcmL,动力,0,
Bf2kUCiYsx8zVuKZ,价格,0,
hNsmB8zE1nyaVodp,油耗,0,
2xquOsEThjWnBbNR,动力,0,
W8dF6ujP3KemG7ac,外观,0,
z8GLtQDSY7ewo2Rx,油耗,0,
l70jQ4sAmbVhSCE6,动力,0,
kbBPiGVeguLMQn4c,舒适性,-1,
pwiRFTLHz7r5JNWu,价格,0,
H8jYWQ5gMADxtmuh,舒适性,0,
pgfSJHQPcouasvLX,动力,0,
vcnMRyBl89DjtUXo,动力,0,
UWDsRXma9t6FpxKo,外观,0,
pwd8MnrthDqLZafe,价格,0,
g1qaKmR09LUXcp8B,外观,0,
JSysamBMxUlE3w4d,动力,0,
u6Y8DSB7nZWlgJNv,价格,0,
AYI8t95ykOVvom7P,动力,0,
tqJge3EvVFUkxd05,安全性,0,
goKCk8Rb1pX9WMHm,配置,0,
FfcOkjr9XwMlZvIW,价格,0,
JO8tRVkUlmq7MnP0,舒适性,0,
EXSrYLdzcQvjyT74,油耗,0,
PE5gLlduiYGTzqsn,动力,0,
yuMwv8A4I7NPOcJD,价格,0,
s3U4wYnirNfeQ7o0,动力,0,
BPnjDGbgATUfy6H3,舒适性,-1,
n0zyhMV2qCcRT7sL,操控,0,
6JZHOqne2YW01FVz,动力,0,
TROFwzH24CuexUZd,配置,0,
goW6bEX5lPTeBjRt,配置,0,
7FzGhLUQufMglaAn,动力,0,
KY8LH4SCnWqD5d7j,油耗,0,
AohYceIpjN7wJ2zg,动力,0,
hTmRLDS3H610WEGJ,油耗,1,
IBnweMx4ygGZObjJ,动力,0,
9y47pHYWnBKmqSjb,油耗,0,
DHMPwZAtEV1mJXhT,舒适性,0,
7ivMHN4DnQCTzWPa,安全性,0,
5r40CE1jGfLliA7k,动力,0,
H903fh4mU1dtQTiZ,舒适性,0,
uziQ92KcdPaOLAjw,外观,0,
9mNiTQ81e5Yu3k24,操控,0,
FsEWPD6SoKM3rN48,动力,0,
uRJFKHw50MWCgQEj,价格,0,
KaM0rQpCE7yLYgH2,空间,0,
pmNyoGrdC1KhVlIA,价格,0,
NM3TLgmaheIbqz4W,动力,0,
AdicesC0Y81JQSt5,动力,0,
hNiGFEPdTZJoKOqf,空间,0,
f6as9xEbvIQi75WS,油耗,0,
bvYTCJoyWRrFdIOe,配置,0,
ctUe4yWAIlrhO65L,操控,0,
WJFMnwQPUj8iLdSN,动力,0,
SR6Q1IwTKUtVFb4p,油耗,0,
iPvq0uXhLj4zp6V1,安全性,0,
X1M2nsA0Gy8IjKmx,安全性,0,
4thTeMKoNiIgx65W,操控,1,
CiKS6BEcV9txNe8F,价格,0,
FolwpA0yfQLrZEiH,动力,0,
nbtiQjg5371Df8Fe,动力,0,
DJtXGd9TIj7oHZhi,动力,0,
b9qcJOVRfPEzUuM2,动力,0,
AHW7mhYxMGg20oPK,安全性,0,
SOY2TGwFQi8Etknh,动力,0,
fxc5HJd6vlU2n3wV,动力,0,
he7O3saXxQzl8MqH,安全性,0,
U3NevhxIRQaXnyLq,配置,0,
kO0yL4m76xbZ8IUE,油耗,0,
y7ziHVFaYs3vAS5C,安全性,0,
rMGqhFUk2caWpL07,内饰,0,
SoiD43pfynQPmJ7V,安全性,0,
DYxPBjZendkSpM3b,舒适性,0,
UneE7iqV6mW5HlgP,油耗,0,
9OS84ZmRFWL6nu17,操控,0,
NvQXnEqaGgiZcRzh,油耗,0,
pZwnM9mjutIRUkXs,油耗,0,
gn3HYMKi4GkDQT0U,外观,0,
HkGilbeypwMczdoQ,内饰,0,
JgQA0eZw9zKuySkh,动力,0,
WUQ0Mhu19dvPcsnG,操控,0,
DFpjJkdehuvLStTE,动力,0,
Oey5EIJUc4PQa36m,配置,0,
vlCphH36ucoXYAqw,价格,0,
BfWd1cJDFQLNn3gG,安全性,0,
1NxrRQWBTJFw7A2d,内饰,0,
xJ1wWtb9TsYkKO5X,舒适性,0,
97fvXxIlWCbBYULt,空间,0,
C0iG5Nud48OmX2Pk,价格,0,
BLpnDEK2MgYWqFhR,操控,1,
PxLWHR4po8D1T6A3,动力,0,
nYjsiOvqFL2uydmf,舒适性,0,
SNZAupTeyE8f3DOa,操控,0,
SHbyJ2RM9oi4ZtdD,动力,0,
rbjBk0wUl2FKa4hi,操控,0,
6YOgDZisAcz4B8Kb,操控,1,
o7xQ3LOfbgdekw2a,舒适性,0,
UFSVZrG1ldup8ytc,舒适性,0,
Ct5pUOgmiTQ7o3fL,油耗,0,
iFGrPAzYJoRdkOS8,安全性,0,
fMt9sXq4pGHT81CS,油耗,0,
k8G4vxE5maWVOiMB,动力,0,
BZ4Ig9Gr7zQPM6Xt,动力,0,
CGBhSb7nQLsJqOv8,油耗,0,
EmMhBLe53vG2rsxn,动力,0,
5GBLPV2kyCApzocS,动力,0,
QXv8qNuizGcjtOae,内饰,-1,
fzlgbMthU0dSijaQ,油耗,0,
Xt6faCsrjGKRExku,动力,0,
7ljw0AnmIsEYyx6b,动力,0,
iqfN9xbm4kestrQn,价格,1,
h1rBlfXKxHVO0Nzu,操控,0,
zF9Mueid3pXalrP7,动力,0,
3HqNa5tQLnDRroW6,油耗,0,
9trKxFco3S5iBeka,动力,0,
LbDM2NeVnh9GPyUX,外观,0,
e2ATqS3JlL7ob1zy,油耗,0,
we7MboXtYGQCuByK,舒适性,0,
atYuVC4do9Z3EQ2X,价格,0,
CHn3flFZqRN2J0DY,安全性,0,
zCIjAPpcefManuRw,外观,0,
r4ph3Ad7ukP8nJRT,油耗,0,
IcgXbKotPaAMZ2Ck,动力,0,
KF3paJVsftS0kL9z,操控,0,
zF9Mueid3pXalrP7,操控,0,
o591G4LvY3uODzCZ,内饰,0,
aMFJAWuCiP3dQTOe,油耗,0,
khucIwyDv2Jir5LF,安全性,0,
XK9dD5vynI4oGskJ,舒适性,0,
6HxLhDasVpPgMm8K,舒适性,0,
9SHwLQYjuI5dRtvN,油耗,0,
M4GuJmcIwU1THDed,油耗,0,
pURWwJXEY9boHvLq,动力,0,
23VdWzG4iAgYZtSR,安全性,0,
az2weAL6kCjmvVru,内饰,-1,
dm6eXoIg9Df0nFaV,配置,0,
nZ56RpHemMzEYCVd,价格,0,
2zF6AfHu5GoP0nSD,动力,0,
mF4PUT1vKM8gIAsi,外观,1,
ReGAf51HQagx8Zmi,动力,0,
iL0eoJjRnWKlU4av,油耗,-1,
zDwITtMRVu10sqey,油耗,0,
PMeBcRxizIaNmAC7,油耗,0,
sghfQnLUcSOu4DFJ,外观,0,
ikqn9SVU1dDFeYpb,油耗,0,
HRLxcVG8YaWArDqd,舒适性,0,
tka3Nq9TAR5BH7Ij,价格,0,
TSU6zwZnRQ4cuqLB,舒适性,0,
k5A2oECXbvlxpWF1,安全性,0,
lZdp0QNELeyfo8Di,操控,0,
iJDBmlQzdhKw7jYg,价格,1,
CGHU6PwzZKXduLVI,操控,0,
3GtNOfDcna4Mzk5i,动力,0,
LofFZtYiRkwd6bpy,配置,0,
8E6B9V4pZ5jtXInA,安全性,0,
mJjQ4GHoElIXfqAU,舒适性,0,
k8rL1RFvXEVwINMH,动力,0,
9dEcZPq2Vb0rfupR,动力,0,
IxGULQg6vNziM9uB,安全性,0,
0AghVaU3zovyfZK6,油耗,0,
YzigLBmP9naDrOkd,操控,0,
YT5pdexbmOQwG7hR,动力,0,
mebpq27hozx0Hv4a,价格,0,
2vQZt3cUpPxq1aFb,油耗,0,
mvkRl7asobxzLMyG,动力,0,
L1esR8dohQwbTaWD,动力,0,
x82sm1ahFYI6jpqc,安全性,0,
PLCZmuQ4GRUqAlz5,外观,0,
kRxYP9qzbWef47mc,安全性,0,
fJdn62OWukaoe4mM,动力,0,
qBLiW1NTHk9KguQF,油耗,1,
svpaOCbPeKwWtxud,舒适性,0,
lkJziVEyecn7d5gh,舒适性,0,
sLJc1tXdGQUeVhEf,配置,0,
dc6lm3E98HUX1BqT,油耗,0,
5kyiUJ0LTNMVFZfq,油耗,0,
qi9FRgkn70yJhV8d,操控,1,
o4BK31rvGf6JuDZO,动力,0,
faUv4IeOMgAJD7NE,油耗,0,
otQSEuPxej9lZnRI,舒适性,0,
hcapYTBox42WsSZI,外观,0,
9vnib5NlZmXjGRsw,价格,0,
kJ3zZl2fvH1sO5SQ,舒适性,0,
VYJEH3N0ZkGt5Xvy,配置,0,
RVGhbxrfQcIwlFdL,安全性,0,
LWm1dies9EY6FAIk,空间,0,
t4YZpKuxUPTziljS,价格,0,
XjLzFYus5S6icta1,动力,0,
tqJge3EvVFUkxd05,操控,0,
jZRuDrH5O2XG16Ac,动力,0,
mreCtuKXFwYsi0z6,空间,0,
6b1yQrFJhdi2aZso,价格,0,
wDxEtaUH3zLoPAI2,价格,-1,
pHshzjOT3MQB8ikg,动力,0,
UjvyLAzGgJIRDbla,舒适性,0,
eDxluSgqH0ch9YiO,油耗,0,
icMQmPJA9Sv0KGTw,舒适性,0,
CkpXzGLZSt6YiRJ3,操控,0,
8ijAZKYdwx5BXeEz,油耗,0,
aKEvnRIi9sjpV5OF,动力,0,
oLOFZx6IuyH9CAEB,油耗,0,
UzlawP67YSAO1HWD,配置,0,
HwhtEmxKsTj1aCIP,动力,0,
G0aXfEIqVdRWvF9b,油耗,1,
SVaOfb1hoyPzv7Lq,空间,0,
j5dpvDJ80YWPSew3,安全性,0,
j7FmnNEyAGBHTu51,舒适性,-1,
3Cw8jkALXivOMqfx,动力,0,
Wt6bxF4HqgRUzMTZ,动力,0,
R6XfcNGFio7Sq9VA,操控,0,
